isoformUpregulated	isoformDownregulated	gene_id	gene_name	condition_1	condition_2
uc010mda.1	uc010mdb.1	chr8:119201695..119634234,-	SAMD12	LUAD_ctrl	LUAD_cancer
uc010mda.1	uc010mdb.1	chr8:119201695..119634234,-	SAMD12	LUAD_ctrl	LUAD_cancer
uc011lic.1	uc003yot.1	chr8:120569319..120651106,-	ENPP2	KIRP_ctrl	KIRP_cancer
uc011lic.1	uc003yot.1	chr8:120569319..120651106,-	ENPP2	KIRP_ctrl	KIRP_cancer
uc011lij.1	uc003yqn.1	chr8:124428965..124454260,+	WDYHV1	LUSC_ctrl	LUSC_cancer
uc003yqt.2	uc003yqu.2	chr8:124693035..124749647,-	ANXA13	KIRC_ctrl	KIRC_cancer
uc003yqt.2	uc003yqu.2	chr8:124693035..124749647,-	ANXA13	STAD_ctrl	STAD_cancer
uc011lir.1	uc003yrt.2	chr8:126036505..126104061,-	KIAA0196	THCA_ctrl	THCA_cancer
uc011kxx.1	uc003wwk.1	chr8:12940872..13372429,-	DLC1	KICH_ctrl	KICH_cancer
uc011kxx.1	uc003wwk.1	chr8:12940872..13372429,-	DLC1	KIRC_ctrl	KIRC_cancer
uc011kxx.1	uc003wwk.1	chr8:12940872..13372429,-	DLC1	KIRP_ctrl	KIRP_cancer
uc011kxx.1	uc003wwk.1	chr8:12940872..13372429,-	DLC1	LUSC_ctrl	LUSC_cancer
uc011kxx.1	uc003wwk.1	chr8:12940872..13372429,-	DLC1	THCA_ctrl	THCA_cancer
uc003yud.2	uc003yub.2	chr8:134203312..134241569,+	WISP1	KICH_ctrl	KICH_cancer
uc003yud.2	uc003yub.2	chr8:134203312..134241569,+	WISP1	KICH_ctrl	KICH_cancer
uc003yud.2	uc003yub.2	chr8:134203312..134241569,+	WISP1	KICH_ctrl	KICH_cancer
uc003yud.2	uc003yub.2	chr8:134203312..134241569,+	WISP1	KICH_ctrl	KICH_cancer
uc003yuk.2	uc003yum.2	chr8:134467091..134584183,-	ST3GAL1	BRCA_ctrl	BRCA_cancer
uc003yuk.2	uc003yum.2	chr8:134467091..134584183,-	ST3GAL1	COAD_ctrl	COAD_cancer
uc003yuk.2	uc003yum.2	chr8:134467091..134584183,-	ST3GAL1	KICH_ctrl	KICH_cancer
uc003yuk.2	uc003yum.2	chr8:134467091..134584183,-	ST3GAL1	KIRC_ctrl	KIRC_cancer
uc003yuk.2	uc003yum.2	chr8:134467091..134584183,-	ST3GAL1	KIRP_ctrl	KIRP_cancer
uc003yuk.2	uc003yum.2	chr8:134467091..134584183,-	ST3GAL1	STAD_ctrl	STAD_cancer
uc011ljj.1	uc003yup.2	chr8:135490033..135725281,-	ZFAT	KIRC_ctrl	KIRC_cancer
uc011ljj.1	uc003yup.2	chr8:135490033..135725281,-	ZFAT	KIRC_ctrl	KIRC_cancer
uc011ljj.1	uc003yuo.2	chr8:135490033..135725281,-	ZFAT	KIRP_ctrl	KIRP_cancer
uc011ljj.1	uc003yuo.2	chr8:135490033..135725281,-	ZFAT	KIRP_ctrl	KIRP_cancer
uc011ljp.1	uc003yvu.2	chr8:141668502..142011332,-	PTK2	KIRC_ctrl	KIRC_cancer
uc011ljp.1	uc003yvu.2	chr8:141668502..142011332,-	PTK2	KIRC_ctrl	KIRC_cancer
uc003yxa.2	uc003yxc.1	chr8:143845758..143859640,-	LYNX1	LUSC_ctrl	LUSC_cancer
uc003yxa.2	uc003yxc.1	chr8:143845758..143859640,-	LYNX1	LUSC_ctrl	LUSC_cancer
uc003yxa.2	uc003yxd.1	chr8:143845758..143859640,-	LYNX1	LUSC_ctrl	LUSC_cancer
uc003yxa.2	uc003yxd.1	chr8:143845758..143859640,-	LYNX1	LUSC_ctrl	LUSC_cancer
uc003yxa.2	uc003yxd.1	chr8:143845758..143859640,-	LYNX1	THCA_ctrl	THCA_cancer
uc003yxa.2	uc003yxd.1	chr8:143845758..143859640,-	LYNX1	THCA_ctrl	THCA_cancer
uc003yzn.1	uc003yzp.1	chr8:144873090..144897549,-	SCRIB	KIRP_ctrl	KIRP_cancer
uc003yzn.1	uc003yzp.1	chr8:144873090..144897549,-	SCRIB	KIRP_ctrl	KIRP_cancer
uc003yzn.1	uc003yzp.1	chr8:144873090..144897549,-	SCRIB	KIRP_ctrl	KIRP_cancer
uc003yzn.1	uc003yzp.1	chr8:144873090..144897549,-	SCRIB	THCA_ctrl	THCA_cancer
uc003yzn.1	uc003yzp.1	chr8:144873090..144897549,-	SCRIB	THCA_ctrl	THCA_cancer
uc003yzn.1	uc003yzp.1	chr8:144873090..144897549,-	SCRIB	THCA_ctrl	THCA_cancer
uc003yzr.2	uc003yzs.2	chr8:144898549..144911537,-	PUF60	KIRP_ctrl	KIRP_cancer
uc003yzr.2	uc003yzs.2	chr8:144898549..144911537,-	PUF60	KIRP_ctrl	KIRP_cancer
uc003yzw.2	uc011lkt.1	chr8:144915771..144924200,-	NRBP2	LUSC_ctrl	LUSC_cancer
uc003yzw.2	uc011lkt.1	chr8:144915771..144924200,-	NRBP2	LUSC_ctrl	LUSC_cancer
uc003zak.3	uc003zal.3	chr8:145051321..145060635,-	PARP10	STAD_ctrl	STAD_cancer
uc003zbz.2	uc003zcb.2	chr8:145579092..145583036,-	FBXL6	COAD_ctrl	COAD_cancer
uc003zbz.2	uc003zcb.2	chr8:145579092..145583036,-	FBXL6	COAD_ctrl	COAD_cancer
uc003zbz.2	uc003zcb.2	chr8:145579092..145583036,-	FBXL6	COAD_ctrl	COAD_cancer
uc003zbz.2	uc003zcb.2	chr8:145579092..145583036,-	FBXL6	COAD_ctrl	COAD_cancer
uc003zcn.2	uc003zcq.2	chr8:145635777..145642273,-	SLC39A4	KIRC_ctrl	KIRC_cancer
uc003zcn.2	uc003zcq.2	chr8:145635777..145642273,-	SLC39A4	KIRC_ctrl	KIRC_cancer
uc003zcn.2	uc003zcp.2	chr8:145635777..145642273,-	SLC39A4	KIRP_ctrl	KIRP_cancer
uc003zcn.2	uc003zcq.2	chr8:145635777..145642273,-	SLC39A4	KIRP_ctrl	KIRP_cancer
uc003zcn.2	uc003zcq.2	chr8:145635777..145642273,-	SLC39A4	KIRP_ctrl	KIRP_cancer
uc003zcn.2	uc003zcq.2	chr8:145635777..145642273,-	SLC39A4	LUSC_ctrl	LUSC_cancer
uc003zcn.2	uc003zcq.2	chr8:145635777..145642273,-	SLC39A4	LUSC_ctrl	LUSC_cancer
uc011llj.1	uc003zdh.3	chr8:145728356..145732554,+	GPT	COAD_ctrl	COAD_cancer
uc011llj.1	uc003zdh.3	chr8:145728356..145732554,+	GPT	COAD_ctrl	COAD_cancer
uc011llj.1	uc003zdh.3	chr8:145728356..145732554,+	GPT	KIRP_ctrl	KIRP_cancer
uc011llj.1	uc003zdh.3	chr8:145728356..145732554,+	GPT	KIRP_ctrl	KIRP_cancer
uc003zdo.2	uc003zdk.1	chr8:145743391..145750557,+	LRRC14	COAD_ctrl	COAD_cancer
uc003zdo.2	uc003zdk.1	chr8:145743391..145750557,+	LRRC14	COAD_ctrl	COAD_cancer
uc003zdo.2	uc003zdk.1	chr8:145743391..145750557,+	LRRC14	KICH_ctrl	KICH_cancer
uc003zdo.2	uc003zdk.1	chr8:145743391..145750557,+	LRRC14	KICH_ctrl	KICH_cancer
uc003zdr.1	uc003zdp.1	chr8:145751603..145754458,-	MGC70857	KICH_ctrl	KICH_cancer
uc003zdr.1	uc003zdp.1	chr8:145751603..145754458,-	MGC70857	KICH_ctrl	KICH_cancer
uc003zdr.1	uc003zdp.1	chr8:145751603..145754458,-	MGC70857	KICH_ctrl	KICH_cancer
uc003wxb.2	uc003wwz.2	chr8:15965388..16050300,-	MSR1	BRCA_ctrl	BRCA_cancer
uc003wxb.2	uc003wwz.2	chr8:15965388..16050300,-	MSR1	BRCA_ctrl	BRCA_cancer
uc011kxz.1	uc010lsu.2	chr8:15965388..16050300,-	MSR1	KIRC_ctrl	KIRC_cancer
uc011kxz.1	uc010lsu.2	chr8:15965388..16050300,-	MSR1	KIRC_ctrl	KIRC_cancer
uc011kxz.1	uc003wwz.2	chr8:15965388..16050300,-	MSR1	LUSC_ctrl	LUSC_cancer
uc011kxz.1	uc003wwz.2	chr8:15965388..16050300,-	MSR1	LUSC_ctrl	LUSC_cancer
uc003wxs.2	uc003wxv.2	chr8:17501304..17658426,-	MTUS1	KIRC_ctrl	KIRC_cancer
uc011kyg.1	uc003wxv.2	chr8:17501304..17658426,-	MTUS1	KIRP_ctrl	KIRP_cancer
uc003wyx.3	uc003wza.2	chr8:18384814..18871196,-	PSD3	BRCA_ctrl	BRCA_cancer
uc003wyx.3	uc003wza.2	chr8:18384814..18871196,-	PSD3	BRCA_ctrl	BRCA_cancer
uc003wzc.2	uc003wzb.2	chr8:19171207..19253314,+	SH2D4A	BRCA_ctrl	BRCA_cancer
uc003wzc.2	uc003wzb.2	chr8:19171207..19253314,+	SH2D4A	KICH_ctrl	KICH_cancer
uc003wzc.2	uc003wzb.2	chr8:19171207..19253314,+	SH2D4A	LUAD_ctrl	LUAD_cancer
uc011kyu.1	uc010ltn.2	chr8:21911081..21940035,+	EPB49	STAD_ctrl	STAD_cancer
uc011kyu.1	uc010ltn.2	chr8:21911081..21940035,+	EPB49	STAD_ctrl	STAD_cancer
uc003xaq.1	uc003xar.1	chr8:21964383..21967456,-	NUDT18	KICH_ctrl	KICH_cancer
uc003xaq.1	uc003xar.1	chr8:21964383..21967456,-	NUDT18	KICH_ctrl	KICH_cancer
uc003xat.2	uc003xas.2	chr8:21971934..21988565,-	HR	COAD_ctrl	COAD_cancer
uc003xat.2	uc003xas.2	chr8:21971934..21988565,-	HR	STAD_ctrl	STAD_cancer
uc003xbb.2	uc003xbi.2	chr8:22022675..22069837,+	BMP1	BRCA_ctrl	BRCA_cancer
uc003xbb.2	uc003xbi.2	chr8:22022675..22069837,+	BMP1	BRCA_ctrl	BRCA_cancer
uc003xbb.2	uc003xbi.2	chr8:22022675..22069837,+	BMP1	BRCA_ctrl	BRCA_cancer
uc003xbb.2	uc003xbi.2	chr8:22022675..22069837,+	BMP1	BRCA_ctrl	BRCA_cancer
uc003xbb.2	uc003xbg.2	chr8:22022675..22069837,+	BMP1	HNSC_ctrl	HNSC_cancer
uc003xbb.2	uc003xbg.2	chr8:22022675..22069837,+	BMP1	HNSC_ctrl	HNSC_cancer
uc003xbw.3	uc003xbv.2	chr8:22409251..22433007,+	SORBS3	LUSC_ctrl	LUSC_cancer
uc003xbw.3	uc003xbv.2	chr8:22409251..22433007,+	SORBS3	LUSC_ctrl	LUSC_cancer
uc011kzo.1	uc003xcm.1	chr8:22545174..22550815,-	EGR3	BRCA_ctrl	BRCA_cancer
uc003xcx.2	uc003xcy.2	chr8:22941868..22974948,+	TNFRSF10C	KIRC_ctrl	KIRC_cancer
uc003xcx.2	uc003xcy.2	chr8:22941868..22974948,+	TNFRSF10C	KIRC_ctrl	KIRC_cancer
uc003xcx.2	uc003xcy.2	chr8:22941868..22974948,+	TNFRSF10C	KIRC_ctrl	KIRC_cancer
uc003xcx.2	uc003xcy.2	chr8:22941868..22974948,+	TNFRSF10C	KIRP_ctrl	KIRP_cancer
uc003xcx.2	uc003xcy.2	chr8:22941868..22974948,+	TNFRSF10C	KIRP_ctrl	KIRP_cancer
uc003xcx.2	uc003xcy.2	chr8:22941868..22974948,+	TNFRSF10C	KIRP_ctrl	KIRP_cancer
uc003xcx.2	uc003xcy.2	chr8:22941868..22974948,+	TNFRSF10C	LUAD_ctrl	LUAD_cancer
uc003xcx.2	uc003xcy.2	chr8:22941868..22974948,+	TNFRSF10C	LUAD_ctrl	LUAD_cancer
uc003xcx.2	uc003xcy.2	chr8:22941868..22974948,+	TNFRSF10C	LUAD_ctrl	LUAD_cancer
uc003xdq.2	uc003xdo.2	chr8:23386363..23430061,+	SLC25A37	KIRP_ctrl	KIRP_cancer
uc003xdq.2	uc003xdo.2	chr8:23386363..23430061,+	SLC25A37	KIRP_ctrl	KIRP_cancer
uc003xej.2	uc003xeg.2	chr8:25042287..25270618,+	DOCK5	THCA_ctrl	THCA_cancer
uc003xej.2	uc003xeg.2	chr8:25042287..25270618,+	DOCK5	THCA_ctrl	THCA_cancer
uc011lad.1	uc003xeo.2	chr8:25285366..25315920,-	KCTD9	KIRC_ctrl	KIRC_cancer
uc011lad.1	uc003xeo.2	chr8:25285366..25315920,-	KCTD9	KIRC_ctrl	KIRC_cancer
uc011lad.1	uc003xeo.2	chr8:25285366..25315920,-	KCTD9	KIRC_ctrl	KIRC_cancer
uc011lad.1	uc003xeo.2	chr8:25285366..25315920,-	KCTD9	KIRP_ctrl	KIRP_cancer
uc011lad.1	uc003xeo.2	chr8:25285366..25315920,-	KCTD9	KIRP_ctrl	KIRP_cancer
uc011lad.1	uc003xeo.2	chr8:25285366..25315920,-	KCTD9	KIRP_ctrl	KIRP_cancer
uc003xfa.2	uc003xfb.1	chr8:26371791..26515693,+	DPYSL2	KIRP_ctrl	KIRP_cancer
uc003xfl.1	uc003xfm.1	chr8:27142404..27168834,-	TRIM35	STAD_ctrl	STAD_cancer
uc003xfl.1	uc003xfm.1	chr8:27142404..27168834,-	TRIM35	STAD_ctrl	STAD_cancer
uc010luz.2	uc003xgj.2	chr8:27727753..27850198,-	SCARA5	LUAD_ctrl	LUAD_cancer
uc010luz.2	uc003xgj.2	chr8:27727753..27850198,-	SCARA5	LUAD_ctrl	LUAD_cancer
uc011laz.1	uc003xhh.3	chr8:28924796..29120610,-	KIF13B	THCA_ctrl	THCA_cancer
uc011laz.1	uc003xhh.3	chr8:28924796..29120610,-	KIF13B	THCA_ctrl	THCA_cancer
uc003xib.2	uc003xie.1	chr8:30241944..30429734,+	RBPMS	COAD_ctrl	COAD_cancer
uc003xib.2	uc003xie.1	chr8:30241944..30429734,+	RBPMS	COAD_ctrl	COAD_cancer
uc003xib.2	uc003xie.1	chr8:30241944..30429734,+	RBPMS	KIRC_ctrl	KIRC_cancer
uc003xib.2	uc003xie.1	chr8:30241944..30429734,+	RBPMS	KIRC_ctrl	KIRC_cancer
uc003xib.2	uc003xie.1	chr8:30241944..30429734,+	RBPMS	LUAD_ctrl	LUAD_cancer
uc003xib.2	uc003xie.1	chr8:30241944..30429734,+	RBPMS	LUAD_ctrl	LUAD_cancer
uc010lvk.2	uc003xio.3	chr8:30890778..31031276,+	WRN	THCA_ctrl	THCA_cancer
uc010lvk.2	uc003xio.3	chr8:30890778..31031276,+	WRN	THCA_ctrl	THCA_cancer
uc003xjm.3	uc003xjn.1	chr8:33330904..33370703,-	C8orf41	STAD_ctrl	STAD_cancer
uc003woz.2	uc003woy.2	chr8:356808..419873,+	FBXO25	KICH_ctrl	KICH_cancer
uc010lvy.2	uc003xkj.2	chr8:37654424..37701492,+	GPR124	KICH_ctrl	KICH_cancer
uc010lvy.2	uc003xkj.2	chr8:37654424..37701492,+	GPR124	KICH_ctrl	KICH_cancer
uc010lvy.2	uc003xkj.2	chr8:37654424..37701492,+	GPR124	KIRP_ctrl	KIRP_cancer
uc010lvy.2	uc003xkj.2	chr8:37654424..37701492,+	GPR124	KIRP_ctrl	KIRP_cancer
uc010lvy.2	uc003xkj.2	chr8:37654424..37701492,+	GPR124	LUSC_ctrl	LUSC_cancer
uc010lvy.2	uc003xkj.2	chr8:37654424..37701492,+	GPR124	LUSC_ctrl	LUSC_cancer
uc010lvz.1	uc003xkn.1	chr8:37716470..37757003,-	RAB11FIP1	STAD_ctrl	STAD_cancer
uc010lvz.1	uc003xkn.1	chr8:37716470..37757003,-	RAB11FIP1	STAD_ctrl	STAD_cancer
uc010lwd.2	uc003xlf.3	chr8:38120652..38126738,-	PPAPDC1B	BRCA_ctrl	BRCA_cancer
uc010lwd.2	uc003xlf.3	chr8:38120652..38126738,-	PPAPDC1B	LIHC_ctrl	LIHC_cancer
uc010lwd.2	uc003xlf.3	chr8:38120652..38126738,-	PPAPDC1B	LUAD_ctrl	LUAD_cancer
uc010lwd.2	uc003xlf.3	chr8:38120652..38126738,-	PPAPDC1B	LUSC_ctrl	LUSC_cancer
uc003xma.2	uc003xmb.3	chr8:38585704..38710545,+	TACC1	KIRC_ctrl	KIRC_cancer
uc011lcb.1	uc003xmb.3	chr8:38585704..38710545,+	TACC1	KIRC_ctrl	KIRC_cancer
uc003xma.2	uc003xmb.3	chr8:38585704..38710545,+	TACC1	KIRP_ctrl	KIRP_cancer
uc003xmf.3	uc003xma.2	chr8:38585704..38710545,+	TACC1	LUSC_ctrl	LUSC_cancer
uc011lce.1	uc003xmi.3	chr8:38758753..38831428,+	PLEKHA2	KIRP_ctrl	KIRP_cancer
uc011lce.1	uc003xmi.3	chr8:38758753..38831428,+	PLEKHA2	KIRP_ctrl	KIRP_cancer
uc011lce.1	uc003xmi.3	chr8:38758753..38831428,+	PLEKHA2	THCA_ctrl	THCA_cancer
uc011lce.1	uc003xmi.3	chr8:38758753..38831428,+	PLEKHA2	THCA_ctrl	THCA_cancer
uc003xms.2	uc003xmr.2	chr8:38854505..38962777,+	ADAM9	KIRP_ctrl	KIRP_cancer
uc003xms.2	uc003xmr.2	chr8:38854505..38962777,+	ADAM9	KIRP_ctrl	KIRP_cancer
uc003xms.2	uc003xmr.2	chr8:38854505..38962777,+	ADAM9	KIRP_ctrl	KIRP_cancer
uc003xms.2	uc003xmr.2	chr8:38854505..38962777,+	ADAM9	THCA_ctrl	THCA_cancer
uc003xms.2	uc003xmr.2	chr8:38854505..38962777,+	ADAM9	THCA_ctrl	THCA_cancer
uc003xms.2	uc003xmr.2	chr8:38854505..38962777,+	ADAM9	THCA_ctrl	THCA_cancer
uc003xns.2	uc003xnr.2	chr8:40388116..40755343,-	ZMAT4	THCA_ctrl	THCA_cancer
uc003xns.2	uc003xnr.2	chr8:40388116..40755343,-	ZMAT4	THCA_ctrl	THCA_cancer
uc011lcu.1	uc010lxm.2	chr8:42273995..42397068,-	SLC20A2	KIRP_ctrl	KIRP_cancer
uc003xpu.2	uc003xps.2	chr8:42911442..42940923,+	FNTA	KIRP_ctrl	KIRP_cancer
uc003xpu.2	uc003xps.2	chr8:42911442..42940923,+	FNTA	KIRP_ctrl	KIRP_cancer
uc011ldm.1	uc003xqx.3	chr8:52730141..52811735,-	PCMTD1	KICH_ctrl	KICH_cancer
uc011ldm.1	uc003xqx.3	chr8:52730141..52811735,-	PCMTD1	THCA_ctrl	THCA_cancer
uc003xum.2	uc003xuj.2	chr8:62413116..62627199,-	ASPH	KICH_ctrl	KICH_cancer
uc003xum.2	uc003xuj.2	chr8:62413116..62627199,-	ASPH	KICH_ctrl	KICH_cancer
uc003xum.2	uc003xun.2	chr8:62413116..62627199,-	ASPH	KIRC_ctrl	KIRC_cancer
uc003xum.2	uc003xun.2	chr8:62413116..62627199,-	ASPH	KIRC_ctrl	KIRC_cancer
uc003xum.2	uc003xuj.2	chr8:62413116..62627199,-	ASPH	KIRP_ctrl	KIRP_cancer
uc003xum.2	uc003xuj.2	chr8:62413116..62627199,-	ASPH	KIRP_ctrl	KIRP_cancer
uc003wqi.2	uc003wqh.2	chr8:6264121..6506025,+	MCPH1	KICH_ctrl	KICH_cancer
uc003wqi.2	uc003wqh.2	chr8:6264121..6506025,+	MCPH1	KICH_ctrl	KICH_cancer
uc003xva.2	uc003xuy.2	chr8:64081121..64125345,+	YTHDF3	COAD_ctrl	COAD_cancer
uc003xva.2	uc003xuy.2	chr8:64081121..64125345,+	YTHDF3	KICH_ctrl	KICH_cancer
uc003xva.2	uc003xuy.2	chr8:64081121..64125345,+	YTHDF3	THCA_ctrl	THCA_cancer
uc003xvq.2	uc003xvp.2	chr8:66629906..66753755,-	PDE7A	HNSC_ctrl	HNSC_cancer
uc003xvq.2	uc003xvp.2	chr8:66629906..66753755,-	PDE7A	KICH_ctrl	KICH_cancer
uc011les.1	uc003xwb.3	chr8:67344718..67381042,+	ADHFE1	BRCA_ctrl	BRCA_cancer
uc011les.1	uc003xwb.3	chr8:67344718..67381042,+	ADHFE1	KICH_ctrl	KICH_cancer
uc011les.1	uc003xwb.3	chr8:67344718..67381042,+	ADHFE1	KIRC_ctrl	KIRC_cancer
uc003xwf.3	uc003xwb.3	chr8:67344718..67381042,+	ADHFE1	KIRP_ctrl	KIRP_cancer
uc003xwf.3	uc003xwb.3	chr8:67344718..67381042,+	ADHFE1	KIRP_ctrl	KIRP_cancer
uc011les.1	uc003xwb.3	chr8:67344718..67381042,+	ADHFE1	KIRP_ctrl	KIRP_cancer
uc011les.1	uc003xwb.3	chr8:67344718..67381042,+	ADHFE1	THCA_ctrl	THCA_cancer
uc010lyw.2	uc003xxi.2	chr8:67976603..68108494,+	CSPP1	KIRP_ctrl	KIRP_cancer
uc010lyw.2	uc003xxi.2	chr8:67976603..68108494,+	CSPP1	KIRP_ctrl	KIRP_cancer
uc003xyi.1	uc003xyg.2	chr8:70378859..70573147,+	SULF1	BRCA_ctrl	BRCA_cancer
uc003xyi.1	uc003xyg.2	chr8:70378859..70573147,+	SULF1	BRCA_ctrl	BRCA_cancer
uc003xyi.1	uc003xyg.2	chr8:70378859..70573147,+	SULF1	BRCA_ctrl	BRCA_cancer
uc003xyi.1	uc003xyg.2	chr8:70378859..70573147,+	SULF1	KIRC_ctrl	KIRC_cancer
uc003xyi.1	uc003xyg.2	chr8:70378859..70573147,+	SULF1	KIRC_ctrl	KIRC_cancer
uc003xyi.1	uc003xyg.2	chr8:70378859..70573147,+	SULF1	KIRC_ctrl	KIRC_cancer
uc003xyi.1	uc003xyf.2	chr8:70378859..70573147,+	SULF1	KIRP_ctrl	KIRP_cancer
uc003xyi.1	uc003xyf.2	chr8:70378859..70573147,+	SULF1	KIRP_ctrl	KIRP_cancer
uc003xyi.1	uc003xyf.2	chr8:70378859..70573147,+	SULF1	KIRP_ctrl	KIRP_cancer
uc003xyi.1	uc003xyg.2	chr8:70378859..70573147,+	SULF1	KIRP_ctrl	KIRP_cancer
uc003xyi.1	uc003xyg.2	chr8:70378859..70573147,+	SULF1	KIRP_ctrl	KIRP_cancer
uc003xyi.1	uc003xyg.2	chr8:70378859..70573147,+	SULF1	KIRP_ctrl	KIRP_cancer
uc003xzh.1	uc003xzg.2	chr8:74202875..74206379,-	RPL7	HNSC_ctrl	HNSC_cancer
uc003xzj.2	uc003xzi.2	chr8:74207265..74237514,+	RDH10	THCA_ctrl	THCA_cancer
uc003ybv.3	uc003ybx.3	chr8:81397854..81434608,+	ZBTB10	COAD_ctrl	COAD_cancer
uc003yck.1	uc003ycj.1	chr8:82613958..82633530,-	ZFAND1	BRCA_ctrl	BRCA_cancer
uc003yck.1	uc003ycj.1	chr8:82613958..82633530,-	ZFAND1	BRCA_ctrl	BRCA_cancer
uc003ycj.1	uc003yck.1	chr8:82613958..82633530,-	ZFAND1	KIRC_ctrl	KIRC_cancer
uc003ycj.1	uc003yck.1	chr8:82613958..82633530,-	ZFAND1	KIRC_ctrl	KIRC_cancer
uc003yck.1	uc003ycj.1	chr8:82613958..82633530,-	ZFAND1	LUSC_ctrl	LUSC_cancer
uc003yck.1	uc003ycj.1	chr8:82613958..82633530,-	ZFAND1	LUSC_ctrl	LUSC_cancer
uc003yck.1	uc003ycj.1	chr8:82613958..82633530,-	ZFAND1	STAD_ctrl	STAD_cancer
uc003yck.1	uc003ycj.1	chr8:82613958..82633530,-	ZFAND1	STAD_ctrl	STAD_cancer
uc003ycw.2	uc003ycx.2	chr8:86019377..86058312,+	LRRCC1	LUAD_ctrl	LUAD_cancer
uc003ycz.3	uc010mab.2	chr8:86089619..86126751,+	E2F5	COAD_ctrl	COAD_cancer
uc003ycz.3	uc010mab.2	chr8:86089619..86126751,+	E2F5	COAD_ctrl	COAD_cancer
uc003ycz.3	uc010mab.2	chr8:86089619..86126751,+	E2F5	STAD_ctrl	STAD_cancer
uc003ycz.3	uc010mab.2	chr8:86089619..86126751,+	E2F5	STAD_ctrl	STAD_cancer
uc003ydw.1	uc003ydv.2	chr8:87526656..87573726,+	CPNE3	THCA_ctrl	THCA_cancer
uc003ydw.1	uc003ydv.2	chr8:87526656..87573726,+	CPNE3	THCA_ctrl	THCA_cancer
uc003yef.2	uc003yee.2	chr8:90769975..90803291,+	RIPK2	HNSC_ctrl	HNSC_cancer
uc003yef.2	uc003yee.2	chr8:90769975..90803291,+	RIPK2	KIRP_ctrl	KIRP_cancer
uc003yef.2	uc003yee.2	chr8:90769975..90803291,+	RIPK2	LIHC_ctrl	LIHC_cancer
uc003yef.2	uc003yee.2	chr8:90769975..90803291,+	RIPK2	LUAD_ctrl	LUAD_cancer
uc003yef.2	uc003yee.2	chr8:90769975..90803291,+	RIPK2	LUSC_ctrl	LUSC_cancer
uc011kww.1	uc003wss.2	chr8:9413445..9639855,+	TNKS	THCA_ctrl	THCA_cancer
uc011kww.1	uc003wss.2	chr8:9413445..9639855,+	TNKS	THCA_ctrl	THCA_cancer
uc003ygw.2	uc003ygq.3	chr8:95653364..95719692,+	ESRP1	KIRP_ctrl	KIRP_cancer
uc003yhj.2	uc003yhl.2	chr8:95908040..96088396,+	C8orf38	BRCA_ctrl	BRCA_cancer
uc011luy.1	uc004axj.2	chr9:100174302..100258403,+	TDRD7	KICH_ctrl	KICH_cancer
uc011luy.1	uc004axj.2	chr9:100174302..100258403,+	TDRD7	KICH_ctrl	KICH_cancer
uc011luy.1	uc004axj.2	chr9:100174302..100258403,+	TDRD7	THCA_ctrl	THCA_cancer
uc011luy.1	uc004axj.2	chr9:100174302..100258403,+	TDRD7	THCA_ctrl	THCA_cancer
uc004ayk.2	uc004aym.2	chr9:100883258..100954956,-	CORO2A	BRCA_ctrl	BRCA_cancer
uc004ayk.2	uc004aym.2	chr9:100883258..100954956,-	CORO2A	BRCA_ctrl	BRCA_cancer
uc004ayp.2	uc011lvb.1	chr9:100961281..101018003,-	TBC1D2	KICH_ctrl	KICH_cancer
uc004ayp.2	uc011lvb.1	chr9:100961281..101018003,-	TBC1D2	KICH_ctrl	KICH_cancer
uc004ayr.2	uc011lvb.1	chr9:100961281..101018003,-	TBC1D2	KICH_ctrl	KICH_cancer
uc004ayr.2	uc011lvb.1	chr9:100961281..101018003,-	TBC1D2	KICH_ctrl	KICH_cancer
uc011lvb.1	uc004ayp.2	chr9:100961281..101018003,-	TBC1D2	LIHC_ctrl	LIHC_cancer
uc011lvb.1	uc004ayp.2	chr9:100961281..101018003,-	TBC1D2	LIHC_ctrl	LIHC_cancer
uc004azd.2	uc011lvc.1	chr9:101867412..101916471,+	TGFBR1	THCA_ctrl	THCA_cancer
uc004azd.2	uc011lvc.1	chr9:101867412..101916471,+	TGFBR1	THCA_ctrl	THCA_cancer
uc004azd.2	uc011lvc.1	chr9:101867412..101916471,+	TGFBR1	THCA_ctrl	THCA_cancer
uc004azg.2	uc004azf.2	chr9:101978708..101984246,-	ALG2	LUAD_ctrl	LUAD_cancer
uc004azg.2	uc004azf.2	chr9:101978708..101984246,-	ALG2	LUAD_ctrl	LUAD_cancer
uc004azg.2	uc004azf.2	chr9:101978708..101984246,-	ALG2	LUSC_ctrl	LUSC_cancer
uc004azg.2	uc004azf.2	chr9:101978708..101984246,-	ALG2	LUSC_ctrl	LUSC_cancer
uc011lvd.1	uc004bal.3	chr9:102668915..102736817,+	STX17	THCA_ctrl	THCA_cancer
uc011lvd.1	uc004bal.3	chr9:102668915..102736817,+	STX17	THCA_ctrl	THCA_cancer
uc004bap.1	uc004bao.1	chr9:102861511..103063426,+	INVS	KIRC_ctrl	KIRC_cancer
uc004bap.1	uc004bao.1	chr9:102861511..103063426,+	INVS	KIRC_ctrl	KIRC_cancer
uc004bap.1	uc004bao.1	chr9:102861511..103063426,+	INVS	KIRC_ctrl	KIRC_cancer
